(0,7):-0.0749552322254
(0,8):-0.01
(0,18):0.01
(1,7):3.2411386827
(2,5):-0.675
(3,6):0.675
(4,9):5.18582189231
(11,17):3.2411386827
(12,15):-0.675
(13,16):0.675
(14,19):5.18582189231
