(0,2):-1.52006134545e-07
(0,4):-1.68435200917e-07
(0,7):-9.35422366431e-08
(0,12):1.52006134545e-07
(0,14):1.68435200917e-07
(0,17):9.35422366431e-08
(0,21):-4.59174380372e-07
(0,25):-3.0149364303e-05
(22,25):-0.000279878264196
(22,27):-0.000475348797921
(23,26):-0.000941812571582
(23,28):-0.00123501837217
(24,27):-0.00188806765529
