(0,5):-0.0599641857803
(0,6):-0.01
(0,16):0.01
(0,26):0.01
(1,5):1.21002510821
(2,4):-0.345721459488
(2,7):-2.43
(3,8):-2.43
(11,15):1.21002510821
(12,14):-0.345721459488
(12,17):-2.43
(13,18):-2.43
