(0,4):3.02724317314e-07
(0,14):-3.02724317314e-07
(0,23):-2.80589241583e-06
(0,27):-3.01037157066e-05
(21,26):-0.00133073574133
(21,28):0.00236870961957
(22,25):0.000465757509465
(24,25):-0.0066137566344
