(0,4):-0.01
(0,14):0.01
(0,21):-0.00149260197511
(0,23):0.0164425033578
(2,6):2.1607591218
(3,5):-2.1607591218
(7,10):4.32151824359
(8,9):-4.32151824359
(12,16):2.1607591218
(13,15):-2.1607591218
(17,20):4.32151824359
(18,19):-4.32151824359
