(0,4):0.00285714285714
(0,14):-0.0264462497497
(0,21):0.000426457707174
(0,23):-0.00469785810223
(0,29):-0.00188779633578
(0,31):0.00339803340441
(2,16):2.67522557937
(3,15):-2.67522557937
(5,13):1.4405060812
(6,12):-1.4405060812
(7,20):5.35045115874
(8,19):-5.35045115874
(9,18):2.8810121624
(10,17):-2.8810121624
