(0,8):0.005
(0,17):-0.0374776161127
(0,18):-0.0335123748248
(1,17):3.42120194285
(2,15):-1.4625
(3,16):1.4625
(4,19):5.47392310855
(5,12):0.7875
(6,13):-0.7875
(7,11):-0.18006326015
(9,14):-0.28810121624
