(0,12):-0.000171788772631
(0,14):-0.000154664232285
(0,17):-3.43577545261e-05
(0,29):-0.000236502845666
(22,33):1.125
(22,35):-0.375
(23,34):1.5
(24,35):1.875
(25,30):-1.125
(26,31):-1.5
(27,30):0.375
(27,32):-1.875
(28,31):0.75
