(0,5):-0.01
(0,6):0.0599641857803
(0,15):0.01
(0,22):-0.00309821622552
(1,6):-1.21002510821
(2,8):2.43
(3,4):0.345721459488
(3,7):-2.43
(11,16):-1.21002510821
(12,18):2.43
(13,14):0.345721459488
(13,17):-2.43
