(0,2):-0.01
(0,3):0.115315741885
(0,12):0.01
(0,21):-0.00204044798836
(1,3):-1.24659180104
(4,6):-1.99454688166
(5,8):-2.59615384615
(6,7):2.59615384615
(11,13):-1.24659180104
(14,16):-1.99454688166
(15,18):-2.59615384615
(16,17):2.59615384615
