(0,2):-0.115315741885
(0,3):-0.01
(0,13):0.01
(0,25):0.01
(1,2):1.24659180104
(4,5):1.99454688166
(5,7):2.59615384615
(6,8):2.59615384615
(11,12):1.24659180104
(14,15):1.99454688166
(15,17):2.59615384615
(16,18):2.59615384615
